index,pic_key,date_hour,date,co2,stemp,stemp2,stemp3,stemp4,stemp5,shumi,shumi2,shumi3,shumi4,shumi5,ts,insert_time,humi,pm10,pm25,press,solar,temp,wind_d,wind_sp,LAI,image_path,label,sensor,fold
0.188239054,/789/1657332858_1657332671_4.jpg,2022-07-09 10,2022/7/9,0.473191489,0.50955414,0.52238806,0.620689655,0.932234432,0.635416667,0.872222222,0.936061381,0.738916256,0.981333333,0.492462312,9/7/2022 10:31:50,10/7/2022 01:00:36,0.730434783,0.006751688,0.006751688,0.367952522,0.2419,0.807676768,0.413841023,0.394352483,0.736932083,/home/junsheng/data/tianhang_rice/1657332858_1657332671_4.jpg,0.736932083,"[0.47319148936170213, 0.5095541401273885, 0.5223880597014926, 0.6206896551724139, 0.6354166666666667, 0.8722222222222223, 0.9360613810741688, 0.7389162561576356, 0.4924623115577892, 0.7304347826086958, 0.006751687921980495, 0.006751687921980495, 0.3679525222551929, 0.2419, 0.8076767676767677, 0.41384102279043916, 0.3943524829600779]",0
0.188878236,/789/1657340064_1657339875_4.jpg,2022-07-09 12,2022/7/9,0.465531915,0.515923567,0.514925373,0.612068966,0.93040293,0.625,0.872222222,0.928388747,0.738916256,0.981333333,0.487437186,9/7/2022 12:31:50,10/7/2022 01:00:43,0.702028986,0.010502626,0.010502626,0.347181009,0.39895,0.861010101,0.366870484,0.319376826,0.736932083,/home/junsheng/data/tianhang_rice/1657340064_1657339875_4.jpg,0.736932083,"[0.465531914893617, 0.5159235668789808, 0.5149253731343284, 0.6120689655172413, 0.6249999999999999, 0.8722222222222223, 0.9283887468030692, 0.7389162561576356, 0.4874371859296481, 0.7020289855072464, 0.010502625656414103, 0.010502625656414103, 0.3471810089020758, 0.39895, 0.861010101010101, 0.3668704836020011, 0.3193768257059396]",0
0.191115372,/789/1657397664_1657397473_4.jpg,2022-07-10 04,2022/7/10,0.542978723,0.535031847,0.529850746,0.637931034,0.934065934,0.625,0.872222222,0.933503836,0.736453202,0.981333333,0.487437186,10/7/2022 04:01:50,11/7/2022 01:00:09,0.837536232,0.007501875,0.003750938,0.474777448,0.0026,0.50020202,0.334074486,0.148003895,0.740905058,/home/junsheng/data/tianhang_rice/1657397664_1657397473_4.jpg,0.740905058,"[0.5429787234042553, 0.5350318471337578, 0.5298507462686567, 0.6379310344827587, 0.6249999999999999, 0.8722222222222223, 0.9335038363171357, 0.7364532019704433, 0.4874371859296481, 0.837536231884058, 0.007501875468867217, 0.0037509377344336083, 0.4747774480712176, 0.0026, 0.5002020202020202, 0.33407448582545857, 0.14800389483933787]",0
0.194311282,/789/1657433681_1657433474_4.jpg,2022-07-10 14,2022/7/10,0.449361702,0.52866242,0.514925373,0.620689655,0.93040293,0.614583333,0.877777778,0.923273657,0.733990148,0.98,0.487437186,10/7/2022 14:01:50,11/7/2022 01:00:47,0.512463768,0.005251313,0.005251313,0.516320475,0.37715,0.866666667,0.449972207,0.147030185,0.740905058,/home/junsheng/data/tianhang_rice/1657433681_1657433474_4.jpg,0.740905058,"[0.4493617021276596, 0.5286624203821657, 0.5149253731343284, 0.6206896551724139, 0.6145833333333335, 0.877777777777778, 0.9232736572890026, 0.7339901477832513, 0.4874371859296481, 0.5124637681159421, 0.005251312828207052, 0.005251312828207052, 0.5163204747774485, 0.37715000000000004, 0.8666666666666666, 0.4499722067815453, 0.14703018500486856]",0
0.195270054,/789/1657440923_1657440677_4.jpg,2022-07-10 16,2022/7/10,0.450212766,0.541401274,0.52238806,0.620689655,0.93040293,0.614583333,0.872222222,0.920716113,0.736453202,0.981333333,0.487437186,10/7/2022 16:31:50,11/7/2022 01:00:59,0.430724638,0.00300075,0.00300075,0.510385757,0,0.875151515,0.481656476,0.104186952,0.740905058,/home/junsheng/data/tianhang_rice/1657440923_1657440677_4.jpg,0.740905058,"[0.4502127659574468, 0.5414012738853503, 0.5223880597014926, 0.6206896551724139, 0.6145833333333335, 0.8722222222222223, 0.9207161125319694, 0.7364532019704433, 0.4874371859296481, 0.43072463768115943, 0.003000750187546887, 0.003000750187546887, 0.5103857566765568, 0.0, 0.8751515151515151, 0.48165647581989995, 0.10418695228821812]",0
0.196868009,/789/1657491289_1657491072_4.jpg,2022-07-11 06,2022/7/11,0.536170213,0.554140127,0.544776119,0.646551724,0.935897436,0.635416667,0.872222222,0.913043478,0.738916256,0.981333333,0.487437186,11/7/2022 06:01:50,12/7/2022 01:00:17,0.863043478,0.014253563,0.013503376,0.608308605,0.08195,0.6,0.193162868,0.162609542,0.810480821,/home/junsheng/data/tianhang_rice/1657491289_1657491072_4.jpg,0.810480821,"[0.5361702127659574, 0.554140127388535, 0.544776119402985, 0.6465517241379312, 0.6354166666666667, 0.8722222222222223, 0.9130434782608697, 0.7389162561576356, 0.4874371859296481, 0.8630434782608696, 0.014253563390847712, 0.01350337584396099, 0.6083086053412475, 0.08195000000000001, 0.6000000000000001, 0.19316286826014453, 0.1626095423563778]",0
0.198465964,/789/1657505728_1657505472_4.jpg,2022-07-11 10,2022/7/11,0.497021277,0.541401274,0.537313433,0.637931034,0.934065934,0.635416667,0.880555556,0.933503836,0.733990148,0.981333333,0.487437186,11/7/2022 10:31:50,12/7/2022 01:00:36,0.804057971,0.0060015,0.0060015,0.623145401,0,0.627070707,0.36381323,0.301850049,0.810480821,/home/junsheng/data/tianhang_rice/1657505728_1657505472_4.jpg,0.810480821,"[0.4970212765957447, 0.5414012738853503, 0.537313432835821, 0.6379310344827587, 0.6354166666666667, 0.8805555555555556, 0.9335038363171357, 0.7339901477832513, 0.4874371859296481, 0.8040579710144928, 0.006001500375093774, 0.006001500375093774, 0.6231454005934731, 0.0, 0.627070707070707, 0.3638132295719844, 0.30185004868549176]",0
0.199105145,/789/1657512858_1657512673_4.jpg,2022-07-11 12,2022/7/11,0.489361702,0.541401274,0.537313433,0.637931034,0.934065934,0.635416667,0.880555556,0.923273657,0.736453202,0.981333333,0.487437186,11/7/2022 12:31:50,12/7/2022 01:00:44,0.687101449,0.001500375,0.001500375,0.629080119,0.1404,0.609292929,0.282934964,0.153846154,0.810480821,/home/junsheng/data/tianhang_rice/1657512858_1657512673_4.jpg,0.810480821,"[0.48936170212765956, 0.5414012738853503, 0.537313432835821, 0.6379310344827587, 0.6354166666666667, 0.8805555555555556, 0.9232736572890026, 0.7364532019704433, 0.4874371859296481, 0.6871014492753623, 0.0015003750937734434, 0.0015003750937734434, 0.6290801186943613, 0.1404, 0.6092929292929292, 0.282934963868816, 0.15384615384615385]",0
0.199744327,/789/1657520062_1657519872_4.jpg,2022-07-11 14,2022/7/11,0.471489362,0.541401274,0.529850746,0.637931034,0.934065934,0.635416667,0.880555556,0.933503836,0.736453202,0.981333333,0.487437186,11/7/2022 14:31:50,12/7/2022 01:00:51,0.58,0,0,0.611275964,0,0.677171717,0.468037799,0.186952288,0.810480821,/home/junsheng/data/tianhang_rice/1657520062_1657519872_4.jpg,0.810480821,"[0.4714893617021277, 0.5414012738853503, 0.5298507462686567, 0.6379310344827587, 0.6354166666666667, 0.8805555555555556, 0.9335038363171357, 0.7364532019704433, 0.4874371859296481, 0.58, 0.0, 0.0, 0.6112759643916933, 0.0, 0.6771717171717172, 0.4680377987770984, 0.186952288218111]",0
0.200063918,/789/1657527298_1657527074_4.jpg,2022-07-11 16,2022/7/11,0.475744681,0.541401274,0.529850746,0.637931034,0.934065934,0.625,0.880555556,0.928388747,0.736453202,0.982666667,0.487437186,11/7/2022 16:01:50,12/7/2022 01:00:55,0.473043478,0,0,0.602373887,0,0.723636364,0.177320734,0.035053554,0.810480821,/home/junsheng/data/tianhang_rice/1657527298_1657527074_4.jpg,0.810480821,"[0.4757446808510638, 0.5414012738853503, 0.5298507462686567, 0.6379310344827587, 0.6249999999999999, 0.8805555555555556, 0.9283887468030692, 0.7364532019704433, 0.4874371859296481, 0.47304347826086957, 0.0, 0.0, 0.6023738872403559, 0.0, 0.7236363636363636, 0.17732073374096718, 0.035053554040895815]",0
0.201981464,/789/1657577666_1657577472_4.jpg,2022-07-12 06,2022/7/12,0.543829787,0.50955414,0.514925373,0.612068966,0.93040293,0.614583333,0.875,0.933503836,0.733990148,0.981333333,0.48241206,12/7/2022 06:01:50,13/7/2022 01:00:16,0.945072464,0.024756189,0.018754689,0.676557864,0,0.506262626,0.286548082,0.149951315,0.934028737,/home/junsheng/data/tianhang_rice/1657577666_1657577472_4.jpg,0.934028737,"[0.5438297872340425, 0.5095541401273885, 0.5149253731343284, 0.6120689655172413, 0.6145833333333335, 0.875, 0.9335038363171357, 0.7339901477832513, 0.48241206030150763, 0.9450724637681158, 0.024756189047261814, 0.018754688672168042, 0.6765578635014837, 0.0, 0.5062626262626263, 0.2865480822679266, 0.14995131450827653]",0
0.202620646,/789/1657584897_1657584672_4.jpg,2022-07-12 08,2022/7/12,0.480851064,0.496815287,0.507462687,0.603448276,0.928571429,0.614583333,0.877777778,0.910485934,0.733990148,0.98,0.48241206,12/7/2022 08:01:50,13/7/2022 01:00:24,0.703913043,0.009752438,0.008252063,0.667655786,1,0.688080808,0.571706504,0.096397274,0.934028737,/home/junsheng/data/tianhang_rice/1657584897_1657584672_4.jpg,0.934028737,"[0.4808510638297872, 0.4968152866242039, 0.5074626865671641, 0.6034482758620692, 0.6145833333333335, 0.877777777777778, 0.9104859335038363, 0.7339901477832513, 0.48241206030150763, 0.7039130434782608, 0.009752438109527382, 0.008252063015753939, 0.6676557863501498, 1.0, 0.6880808080808082, 0.5717065036131184, 0.09639727361246349]",0
0.202940236,/789/1657584897_1657584672_4.jpg,2022-07-12 08,2022/7/12,0.476595745,0.496815287,0.507462687,0.603448276,0.928571429,0.614583333,0.877777778,0.913043478,0.733990148,0.98,0.48241206,12/7/2022 08:31:50,13/7/2022 01:00:28,0.646521739,0.011252813,0.009752438,0.667655786,0.12635,0.728888889,0.832406893,0.010710808,0.934028737,/home/junsheng/data/tianhang_rice/1657584897_1657584672_4.jpg,0.934028737,"[0.4765957446808511, 0.4968152866242039, 0.5074626865671641, 0.6034482758620692, 0.6145833333333335, 0.877777777777778, 0.9130434782608697, 0.7339901477832513, 0.48241206030150763, 0.6465217391304348, 0.011252813203300824, 0.009752438109527382, 0.6676557863501498, 0.12635, 0.7288888888888888, 0.8324068927181767, 0.01071080817916261]",0
0.204857782,/789/1657606506_1657606276_4.jpg,2022-07-12 14,2022/7/12,0.463829787,0.503184713,0.5,0.594827586,0.924908425,0.59375,0.883333333,0.933503836,0.733990148,0.98,0.48241206,12/7/2022 14:31:50,13/7/2022 01:00:51,0.409275362,0.002250563,0.001500375,0.620178042,0.34665,0.87030303,0.494441356,0.099318403,0.934028737,/home/junsheng/data/tianhang_rice/1657606506_1657606276_4.jpg,0.934028737,"[0.46382978723404256, 0.5031847133757961, 0.5000000000000001, 0.5948275862068966, 0.5937499999999999, 0.8833333333333336, 0.9335038363171357, 0.7339901477832513, 0.48241206030150763, 0.4092753623188406, 0.002250562640660165, 0.0015003750937734434, 0.6201780415430272, 0.34665, 0.8703030303030302, 0.4944413563090606, 0.09931840311587148]",0
